Found path: /home_01/f20150198/projects/deep-reinforcement-learning/p2_continuous-control/Reacher_Linux_NoVis/Reacher.x86_64
Mono path[0] = '/home_01/f20150198/projects/deep-reinforcement-learning/p2_continuous-control/Reacher_Linux_NoVis/Reacher_Data/Managed'
Mono config path = '/home_01/f20150198/projects/deep-reinforcement-learning/p2_continuous-control/Reacher_Linux_NoVis/Reacher_Data/MonoBleedingEdge/etc'
Preloaded 'libgrpc_csharp_ext.x64.so'
Unable to preload the following plugins:
	libgrpc_csharp_ext.x86.so
Logging to /home_01/f20150198/.config/unity3d/Unity Technologies/Unity Environment/Player.log
Size of each action: 4
episode done  [False]
hello

Episode 182	Average Score: 4.10659991
Episode 183	Average Score: 4.11219991
Episode 184	Average Score: 4.18279991
Episode 185	Average Score: 4.26349990
Episode 186	Average Score: 4.29069990
Episode 187	Average Score: 4.38049990
Episode 188	Average Score: 4.44919990
Episode 189	Average Score: 4.48959990
Episode 190	Average Score: 4.52479990
Episode 191	Average Score: 4.58159990
Episode 192	Average Score: 4.59869990
Episode 193	Average Score: 4.66779990
Episode 194	Average Score: 4.72449989
Episode 195	Average Score: 4.71529989
Episode 196	Average Score: 4.74399989
Episode 197	Average Score: 4.72099989
Episode 198	Average Score: 4.73299989
Episode 199	Average Score: 4.71099989
Episode 200	Average Score: 4.73909989
Episode 200	Average Score: 4.74

Episode 201	Average Score: 4.75179989
Episode 202	Average Score: 4.76209989
Episode 203	Average Score: 4.75839989
Episode 204	Average Score: 4.77059989
Episode 205	Average Score: 4.87539989
Episode 206	Average Score: 4.89889989
Episode 207	Average Score: 4.92479989
Episode 208	Average Score: 4.92769989
Episode 209	Average Score: 4.94579989
Episode 210	Average Score: 4.95879989
Episode 211	Average Score: 5.04109989
Episode 212	Average Score: 5.07609989
Episode 213	Average Score: 5.05549989
Episode 214	Average Score: 5.01759989
Episode 215	Average Score: 5.00329989
Episode 216	Average Score: 5.07739989
Episode 217	Average Score: 5.08289989
Episode 218	Average Score: 5.09459989
Episode 219	Average Score: 5.10169989
Episode 220	Average Score: 5.08169989
Episode 221	Average Score: 5.04329989
Episode 222	Average Score: 4.92629989
Episode 223	Average Score: 4.92499989
Episode 224	Average Score: 4.91169989
Episode 225	Average Score: 4.92269989
Episode 226	Average Score: 5.02429989
Episode 227	Average Score: 5.03659989
Episode 228	Average Score: 5.03179989
Episode 229	Average Score: 5.07059989
Episode 230	Average Score: 5.07899989
Episode 231	Average Score: 5.06909989
Episode 232	Average Score: 5.09709989
Episode 233	Average Score: 5.04169989
Episode 234	Average Score: 5.10169989
Episode 235	Average Score: 5.17539988
Episode 236	Average Score: 5.13939989
Episode 237	Average Score: 5.16839988
Episode 238	Average Score: 5.19879988
Episode 239	Average Score: 5.22629988
Episode 240	Average Score: 5.19069988
Episode 241	Average Score: 5.19949988
Episode 242	Average Score: 5.23199988
Episode 243	Average Score: 5.26699988
Episode 244	Average Score: 5.31039988
Episode 245	Average Score: 5.31899988
Episode 246	Average Score: 5.34239988
Episode 247	Average Score: 5.37079988
Episode 248	Average Score: 5.34339988
Episode 249	Average Score: 5.23569988
Episode 250	Average Score: 5.17819988
Episode 251	Average Score: 5.16359988
Episode 252	Average Score: 5.19559988
Episode 253	Average Score: 5.15369988
Episode 254	Average Score: 5.15819988
Episode 255	Average Score: 5.15939988
Episode 256	Average Score: 5.24619988
Episode 257	Average Score: 5.24519988
Episode 258	Average Score: 5.24009988
Episode 259	Average Score: 5.37489988
Episode 260	Average Score: 5.48039988
Episode 261	Average Score: 5.65809987
Episode 262	Average Score: 5.68089987
Episode 263	Average Score: 5.72999987
Episode 264	Average Score: 5.63919987
Episode 265	Average Score: 5.65809987
Episode 266	Average Score: 5.65229987
Episode 267	Average Score: 5.74789987
Episode 268	Average Score: 5.77679987
Episode 269	Average Score: 5.80159987
Episode 270	Average Score: 5.81449987
Episode 271	Average Score: 5.83419987
Episode 272	Average Score: 5.73839987
Episode 273	Average Score: 5.75739987
Episode 274	Average Score: 5.84099987
Episode 275	Average Score: 5.89489987
Episode 276	Average Score: 5.95499987
Episode 277	Average Score: 5.97499987
Episode 278	Average Score: 5.95689987
Episode 279	Average Score: 5.98219987
Episode 280	Average Score: 5.97479987
Episode 281	Average Score: 6.01439987
Episode 282	Average Score: 5.99989987
Episode 283	Average Score: 6.03399987
Episode 284	Average Score: 6.02109987
Episode 285	Average Score: 6.03889987
Episode 286	Average Score: 6.09109986
Episode 287	Average Score: 6.17879986
Episode 288	Average Score: 6.20859986
Episode 289	Average Score: 6.22789986
Episode 290	Average Score: 6.24219986
Episode 291	Average Score: 6.21689986
Episode 292	Average Score: 6.23059986
Episode 293	Average Score: 6.19939986
Episode 294	Average Score: 6.16289986
Episode 295	Average Score: 6.24259986
Episode 296	Average Score: 6.25139986
Episode 297	Average Score: 6.32169986
Episode 298	Average Score: 6.40599986
Episode 299	Average Score: 6.44979986
Episode 300	Average Score: 6.44759986
Episode 300	Average Score: 6.45

Episode 301	Average Score: 6.54639985
Episode 302	Average Score: 6.59359985
Episode 303	Average Score: 6.62979985
Episode 304	Average Score: 6.65149985
Episode 305	Average Score: 6.64789985
Episode 306	Average Score: 6.71529985
Episode 307	Average Score: 6.68839985
Episode 308	Average Score: 6.74249985
Episode 309	Average Score: 6.77649985
Episode 310	Average Score: 6.82689985
Episode 311	Average Score: 6.75009985
Episode 312	Average Score: 6.79419985
Episode 313	Average Score: 6.86189985
Episode 314	Average Score: 6.89059985
Episode 315	Average Score: 6.92259985
Episode 316	Average Score: 6.95489984
Episode 317	Average Score: 7.01769984
Episode 318	Average Score: 7.02719984
Episode 319	Average Score: 7.05499984
Episode 320	Average Score: 7.04139984
Episode 321	Average Score: 7.03699984
Episode 322	Average Score: 7.10259984
Episode 323	Average Score: 7.09319984
Episode 324	Average Score: 7.14749984
Episode 325	Average Score: 7.12529984
Episode 326	Average Score: 7.04219984
Episode 327	Average Score: 7.11839984
Episode 328	Average Score: 7.17249984
Episode 329	Average Score: 7.18329984
Episode 330	Average Score: 7.38899983
Episode 331	Average Score: 7.43589983
Episode 332	Average Score: 7.39009983
Episode 333	Average Score: 7.49359983
Episode 334	Average Score: 7.53189983
Episode 335	Average Score: 7.48929983
Episode 336	Average Score: 7.54959983
Episode 337	Average Score: 7.63159983
Episode 338	Average Score: 7.75439983
Episode 339	Average Score: 7.81619983
Episode 340	Average Score: 7.82819983
Episode 341	Average Score: 7.82179983
Episode 342	Average Score: 7.83059982
Episode 343	Average Score: 7.85589982
Episode 344	Average Score: 7.88759982
Episode 345	Average Score: 7.94469982
Episode 346	Average Score: 7.96579982
Episode 347	Average Score: 7.99089982
Episode 348	Average Score: 7.98769982
Episode 349	Average Score: 8.10009982
Episode 350	Average Score: 8.09189982
Episode 351	Average Score: 8.20309982
Episode 352	Average Score: 8.25169982
Episode 353	Average Score: 8.35269981
Episode 354	Average Score: 8.47259981
Episode 355	Average Score: 8.45779981
Episode 356	Average Score: 8.45139981
Episode 357	Average Score: 8.43389981
Episode 358	Average Score: 8.51079981
Episode 359	Average Score: 8.47259981
Episode 360	Average Score: 8.41319981
Episode 361	Average Score: 8.29599981
Episode 362	Average Score: 8.30629981
Episode 363	Average Score: 8.29909981
Episode 364	Average Score: 8.42169981
Episode 365	Average Score: 8.41289981
Episode 366	Average Score: 8.52499981
Episode 367	Average Score: 8.49469981
Episode 368	Average Score: 8.45749981
Episode 369	Average Score: 8.49229981
Episode 370	Average Score: 8.58809981
Episode 371	Average Score: 8.63179981
Episode 372	Average Score: 8.73249980
Episode 373	Average Score: 8.89089980
Episode 374	Average Score: 8.85499980
Episode 375	Average Score: 8.98629980
Episode 376	Average Score: 8.99809980
Episode 377	Average Score: 9.03329980
Episode 378	Average Score: 9.04379980
Episode 379	Average Score: 9.01389980
Episode 380	Average Score: 9.08419980
Episode 381	Average Score: 9.11749980
Episode 382	Average Score: 9.16349980
Episode 383	Average Score: 9.18709979
Episode 384	Average Score: 9.25619979
Episode 385	Average Score: 9.24619979
Episode 386	Average Score: 9.29349979
Episode 387	Average Score: 9.09989980
Episode 388	Average Score: 9.11419980
Episode 389	Average Score: 9.13329980
Episode 390	Average Score: 9.22469979
Episode 391	Average Score: 9.30569979
Episode 392	Average Score: 9.37219979
Episode 393	Average Score: 9.45769979
Episode 394	Average Score: 9.56559979
Episode 395	Average Score: 9.62969978
Episode 396	Average Score: 9.63879978
Episode 397	Average Score: 9.63669978
Episode 398	Average Score: 9.59739979
Episode 399	Average Score: 9.59739979
Episode 400	Average Score: 9.70049978
Episode 400	Average Score: 9.70

Episode 401	Average Score: 9.75459978
Episode 402	Average Score: 9.78289978
Episode 403	Average Score: 9.84419978
Episode 404	Average Score: 9.83929978
Episode 405	Average Score: 9.81039978
Episode 406	Average Score: 9.77249978
Episode 407	Average Score: 9.94839978
Episode 408	Average Score: 10.06849977
Episode 409	Average Score: 10.14699977
Episode 410	Average Score: 10.16569977
Episode 411	Average Score: 10.22809977
Episode 412	Average Score: 10.31809977
Episode 413	Average Score: 10.25599977
Episode 414	Average Score: 10.30469977
Episode 415	Average Score: 10.29399977
Episode 416	Average Score: 10.20629977
Episode 417	Average Score: 10.27339977
Episode 418	Average Score: 10.36459977
Episode 419	Average Score: 10.42199977
Episode 420	Average Score: 10.42349977
Episode 421	Average Score: 10.51149977
Episode 422	Average Score: 10.49459977
Episode 423	Average Score: 10.57899976
Episode 424	Average Score: 10.57599976
Episode 425	Average Score: 10.68769976
Episode 426	Average Score: 10.83479976
Episode 427	Average Score: 10.93729976
Episode 428	Average Score: 11.01259975
Episode 429	Average Score: 10.99129975
Episode 430	Average Score: 10.79599976
Episode 431	Average Score: 10.87799976
Episode 432	Average Score: 10.90899976
Episode 433	Average Score: 10.87109976
Episode 434	Average Score: 10.93189976
Episode 435	Average Score: 10.98379975
Episode 436	Average Score: 10.96699975
Episode 437	Average Score: 10.94589976
Episode 438	Average Score: 10.89689976
Episode 439	Average Score: 10.96739975
Episode 440	Average Score: 11.08759975
Episode 441	Average Score: 11.21479975
Episode 442	Average Score: 11.25559975
Episode 443	Average Score: 11.31159975
Episode 444	Average Score: 11.36229975
Episode 445	Average Score: 11.30009975
Episode 446	Average Score: 11.36339975
Episode 447	Average Score: 11.41159974
Episode 448	Average Score: 11.45369974
Episode 449	Average Score: 11.53119974
Episode 450	Average Score: 11.56779974
Episode 451	Average Score: 11.45809974
Episode 452	Average Score: 11.52259974
Episode 453	Average Score: 11.52109974
Episode 454	Average Score: 11.47329974
Episode 455	Average Score: 11.71479974
Episode 456	Average Score: 11.77569974
Episode 457	Average Score: 11.87049973
Episode 458	Average Score: 11.90149973
Episode 459	Average Score: 11.86509973
Episode 460	Average Score: 11.89539973
Episode 461	Average Score: 11.93539973
Episode 462	Average Score: 11.93839973
Episode 463	Average Score: 12.04679973
Episode 464	Average Score: 12.02299973
Episode 465	Average Score: 12.05639973
Episode 466	Average Score: 12.06299973
Episode 467	Average Score: 12.16829973
Episode 468	Average Score: 12.31939972
Episode 469	Average Score: 12.31509972
Episode 470	Average Score: 12.26929973
Episode 471	Average Score: 12.30259973
Episode 472	Average Score: 12.32529972
Episode 473	Average Score: 12.29549973
Episode 474	Average Score: 12.45909972
Episode 475	Average Score: 12.33409972
Episode 476	Average Score: 12.42269972
Episode 477	Average Score: 12.41609972
Episode 478	Average Score: 12.50479972
Episode 479	Average Score: 12.55119972
Episode 480	Average Score: 12.63329972
Episode 481	Average Score: 12.69119972
Episode 482	Average Score: 12.71039972
Episode 483	Average Score: 12.67869972
Episode 484	Average Score: 12.71179972
Episode 485	Average Score: 12.80589971
Episode 486	Average Score: 12.76789971
Episode 487	Average Score: 12.89799971
Episode 488	Average Score: 12.91109971
Episode 489	Average Score: 13.00769971
Episode 490	Average Score: 13.05239971
Episode 491	Average Score: 12.99949971
Episode 492	Average Score: 13.10139971
Episode 493	Average Score: 13.13009971
Episode 494	Average Score: 13.19769971
Episode 495	Average Score: 13.22409970
Episode 496	Average Score: 13.33919970
Episode 497	Average Score: 13.37549970
Episode 498	Average Score: 13.48519970
Episode 499	Average Score: 13.53259970
Episode 500	Average Score: 13.44629970
Episode 500	Average Score: 13.45

Episode 501	Average Score: 13.33769970
Episode 502	Average Score: 13.35579970
Episode 503	Average Score: 13.34739970
Episode 504	Average Score: 13.46049970
Episode 505	Average Score: 13.55029970
Episode 506	Average Score: 13.62329970
Episode 507	Average Score: 13.70339969
Episode 508	Average Score: 13.58989970
Episode 509	Average Score: 13.71599969
Episode 510	Average Score: 13.74789969
Episode 511	Average Score: 13.81419969
Episode 512	Average Score: 13.80869969
Episode 513	Average Score: 13.91759969
Episode 514	Average Score: 14.03189969
Episode 515	Average Score: 14.21629968
Episode 516	Average Score: 14.34199968
Episode 517	Average Score: 14.33879968
Episode 518	Average Score: 14.37869968
Episode 519	Average Score: 14.39819968
Episode 520	Average Score: 14.44539968
Episode 521	Average Score: 14.56939967
Episode 522	Average Score: 14.65429967
Episode 523	Average Score: 14.66059967
Episode 524	Average Score: 14.81249967
Episode 525	Average Score: 14.86029967
Episode 526	Average Score: 14.84889967
Episode 527	Average Score: 14.67629967
Episode 528	Average Score: 14.68859967
Episode 529	Average Score: 14.89209967
Episode 530	Average Score: 14.93799967
Episode 531	Average Score: 14.94359967
Episode 532	Average Score: 15.05989966
Episode 533	Average Score: 15.15999966
Episode 534	Average Score: 15.33279966
Episode 535	Average Score: 15.57449965
Episode 536	Average Score: 15.80989965
Episode 537	Average Score: 15.94319964
Episode 538	Average Score: 15.99959964
Episode 539	Average Score: 15.97299964
Episode 540	Average Score: 16.03679964
Episode 541	Average Score: 16.10209964
Episode 542	Average Score: 16.19499964
Episode 543	Average Score: 16.29889964
Episode 544	Average Score: 16.29189964
Episode 545	Average Score: 16.53989963
Episode 546	Average Score: 16.56219963
Episode 547	Average Score: 16.62159963
Episode 548	Average Score: 16.77889962
Episode 549	Average Score: 16.77269963
Episode 550	Average Score: 16.84189962
Episode 551	Average Score: 16.91609962
Episode 552	Average Score: 16.99369962
Episode 553	Average Score: 16.94789962
Episode 554	Average Score: 17.08789962
Episode 555	Average Score: 16.96079962
Episode 556	Average Score: 16.91859962
Episode 557	Average Score: 16.89619962
Episode 558	Average Score: 16.99189962
Episode 559	Average Score: 17.06569962
Episode 560	Average Score: 17.26059961
Episode 561	Average Score: 17.21209962
Episode 562	Average Score: 17.38879961
Episode 563	Average Score: 17.46839961
Episode 564	Average Score: 17.63149961
Episode 565	Average Score: 17.72919960
Episode 566	Average Score: 17.70929960
Episode 567	Average Score: 17.64319961
Episode 568	Average Score: 17.73049960
Episode 569	Average Score: 17.85279960
Episode 570	Average Score: 17.80799960
Episode 571	Average Score: 17.87939960
Episode 572	Average Score: 17.97409960
Episode 573	Average Score: 18.12149959
Episode 574	Average Score: 18.05909960
Episode 575	Average Score: 18.12749959
Episode 576	Average Score: 18.16159959
Episode 577	Average Score: 18.30639959
Episode 578	Average Score: 18.41909959
Episode 579	Average Score: 18.49479959
Episode 580	Average Score: 18.64249958
Episode 581	Average Score: 18.67959958
Episode 582	Average Score: 18.69419958
Episode 583	Average Score: 18.77549958
Episode 584	Average Score: 18.83959958
Episode 585	Average Score: 18.75569958
Episode 586	Average Score: 18.88869958
Episode 587	Average Score: 19.01349958
Episode 588	Average Score: 19.11159957
Episode 589	Average Score: 19.09809957
Episode 590	Average Score: 19.11509957
Episode 591	Average Score: 19.29289957
Episode 592	Average Score: 19.09869957
Episode 593	Average Score: 19.14679957
Episode 594	Average Score: 18.99929958
Episode 595	Average Score: 19.02459957
Episode 596	Average Score: 19.12639957
Episode 597	Average Score: 19.19569957
Episode 598	Average Score: 19.15659957
Episode 599	Average Score: 19.39599957
Episode 600	Average Score: 19.60949956
Episode 600	Average Score: 19.61

Episode 601	Average Score: 19.71939956
Episode 602	Average Score: 19.84749956
Episode 603	Average Score: 20.01029955
Episode 604	Average Score: 20.17079955
Episode 605	Average Score: 20.20809955
Episode 606	Average Score: 20.30179955
Episode 607	Average Score: 20.28589955
Episode 608	Average Score: 20.44109954
Episode 609	Average Score: 20.46009954
Episode 610	Average Score: 20.52949954
Episode 611	Average Score: 20.60089954
Episode 612	Average Score: 20.76649954
Episode 613	Average Score: 20.92419953
Episode 614	Average Score: 21.01139953
Episode 615	Average Score: 21.10639953
Episode 616	Average Score: 21.11919953
Episode 617	Average Score: 21.13009953
Episode 618	Average Score: 21.21379953
Episode 619	Average Score: 21.28559952
Episode 620	Average Score: 21.36859952
Episode 621	Average Score: 21.37249952
Episode 622	Average Score: 21.42149952
Episode 623	Average Score: 21.58579952
Episode 624	Average Score: 21.62269952
Episode 625	Average Score: 21.70709951
Episode 626	Average Score: 21.77349951
Episode 627	Average Score: 21.89619951
Episode 628	Average Score: 21.92929951
Episode 629	Average Score: 21.96179951
Episode 630	Average Score: 22.19959950
Episode 631	Average Score: 22.27039950
Episode 632	Average Score: 22.38099950
Episode 633	Average Score: 22.48819950
Episode 634	Average Score: 22.36309950
Episode 635	Average Score: 22.25229950
Episode 636	Average Score: 22.26559950
Episode 637	Average Score: 22.34729950
Episode 638	Average Score: 22.39829950
Episode 639	Average Score: 22.56629950
Episode 640	Average Score: 22.51349950
Episode 641	Average Score: 22.53899950
Episode 642	Average Score: 22.59109950
Episode 643	Average Score: 22.68769949
Episode 644	Average Score: 22.75069949
Episode 645	Average Score: 22.67809949
Episode 646	Average Score: 22.80669949
Episode 647	Average Score: 22.77609949
Episode 648	Average Score: 22.79169949
Episode 649	Average Score: 22.80379949
Episode 650	Average Score: 22.86779949
Episode 651	Average Score: 22.87029949
Episode 652	Average Score: 22.97449949
Episode 653	Average Score: 23.20489948
Episode 654	Average Score: 23.21709948
Episode 655	Average Score: 23.39339948
Episode 656	Average Score: 23.51919947
Episode 657	Average Score: 23.61809947
Episode 658	Average Score: 23.65669947
Episode 659	Average Score: 23.73219947
Episode 660	Average Score: 23.74489947
Episode 661	Average Score: 23.93439947
Episode 662	Average Score: 23.93529947
Episode 663	Average Score: 23.97589946
Episode 664	Average Score: 24.06009946
Episode 665	Average Score: 24.23559946
Episode 666	Average Score: 24.40889945
Episode 667	Average Score: 24.54959945
Episode 668	Average Score: 24.57319945
Episode 669	Average Score: 24.69299945
Episode 670	Average Score: 24.85849944
Episode 671	Average Score: 24.85299944
Episode 672	Average Score: 24.79209945
Episode 673	Average Score: 24.75219945
Episode 674	Average Score: 24.89559944
Episode 675	Average Score: 24.88959944
Episode 676	Average Score: 24.98349944
Episode 677	Average Score: 25.03249944
Episode 678	Average Score: 25.04179944
Episode 679	Average Score: 25.17929944
Episode 680	Average Score: 25.13959944
Episode 681	Average Score: 25.22059944
Episode 682	Average Score: 25.42469943
Episode 683	Average Score: 25.66229943
Episode 684	Average Score: 25.66809943
Episode 685	Average Score: 25.84739942
Episode 686	Average Score: 25.96459942
Episode 687	Average Score: 25.95229942
Episode 688	Average Score: 25.88689942
Episode 689	Average Score: 25.95639942
Episode 690	Average Score: 26.00899942
Episode 691	Average Score: 26.00379942
Episode 692	Average Score: 26.25169941
Episode 693	Average Score: 26.32729941
Episode 694	Average Score: 26.55089941
Episode 695	Average Score: 26.64039940
Episode 696	Average Score: 26.62169940
Episode 697	Average Score: 26.74409940
Episode 698	Average Score: 26.89839940
Episode 699	Average Score: 26.74459940
Episode 700	Average Score: 26.74729940
Episode 700	Average Score: 26.75

Episode 701	Average Score: 26.84289940
Episode 702	Average Score: 26.91699940
Episode 703	Average Score: 26.95789940
Episode 704	Average Score: 26.93529940
Episode 705	Average Score: 26.92359940
Episode 706	Average Score: 26.98399940
Episode 707	Average Score: 26.99589940
Episode 708	Average Score: 26.92089940
Episode 709	Average Score: 26.93249940
Episode 710	Average Score: 27.03379940
Episode 711	Average Score: 27.15469939
Episode 712	Average Score: 27.09999939
Episode 713	Average Score: 27.09079939
Episode 714	Average Score: 27.03399940
Episode 715	Average Score: 27.03169940
Episode 716	Average Score: 27.18069939
Episode 717	Average Score: 27.24549939
Episode 718	Average Score: 27.23229939
